mid,desktop,mobile,pageview,room_1,room_2,room_3,tag_1,tag_2,tag_3,tag_4,tag_5
3578,62,0,62,blueplanet,,,บันทึกนักเดินทาง,เที่ยวไทย,,,
250221,312,492,804,isolate,chalermthai,chalermkrung,BNK48,ภาพยนตร์,ภาพยนตร์ต่างประเทศ,AKB48,ภาพยนตร์แอ็คชั่น
4670497,181,2,183,rajdumnern,blueplanet,social,การเมือง,นักการเมือง,รัฐศาสตร์,การ์ตูนการเมือง,รัฐธรรมนูญ
834403,284,3,287,food,tvshow,blueplanet,อาหาร,ทำอาหาร,สูตรอาหาร,รายการโทรทัศน์,อาหารคาว
240824,0,449,449,sinthorn,blueplanet,gallery,หุ้น,TFEX (Thailand Future Exchange),เที่ยวต่างประเทศ,ประเทศรัสเซีย,การลงทุน
4667636,14,0,14,rajdumnern,,,การ์ตูนการเมือง,การเมือง,,,
3728518,126,0,126,supachalasai,tvshow,wahkor,ฟุตบอลต่างประเทศ,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,วิทยาศาสตร์,จังหวัดเชียงราย
514135,203,327,530,sinthorn,tvshow,silom,หุ้น,การลงทุน,ตลาดหลักทรัพย์,การเงิน,Value Investment
790855,0,814,814,sinthorn,food,social,หุ้น,การลงทุน,ปัญหาชีวิต,ทำอาหาร,ประสบการณ์ความรัก
641461,365,0,365,supachalasai,gallery,chalermthai,ภาพถ่าย,ประเทศญี่ปุ่น,ช่างภาพ,ภาพยนตร์แอนิเมชัน,ฟุตบอลต่างประเทศ
2992959,38,287,325,silom,social,sinthorn,มนุษย์เงินเดือน,ปัญหาชีวิต,เจ้าของธุรกิจ,คุ้มครองผู้บริโภค,งานขาย
36587,9,668,677,tvshow,chalermkrung,social,ละครโทรทัศน์,7 HD,3 HD (BEC),one HD (GMM),นักแสดง
434231,536,0,536,sinthorn,siam,social,หุ้น,การลงทุน,หาเพื่อน,ประสบการณ์ชีวิตคู่,ปัญหาความรัก
601583,288,0,288,horoscope,siam,bangrak,ดูดวง,ดูดวงความรัก,ดูดวงไพ่ยิปซี,หมอดู,ความเชื่อส่วนบุคคล
525278,367,336,703,sinthorn,social,silom,หุ้น,การลงทุน,การเงิน,ตลาดหลักทรัพย์,KTC (หุ้น)
284525,327,7,334,supachalasai,tvshow,siliconvalley,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ฟุตบอล,ฟุตบอลโลก,บุพเพสันนิวาส
4640352,0,365,365,bangrak,siam,social,ปัญหาความรัก,ความรักวัยรุ่น,ประสบการณ์ชีวิตคู่,ความรักวัยทำงาน,ประสบการณ์ความรัก
4673609,0,231,231,korea,tvshow,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,เพลงเกาหลี,TWICE,TVXQ
436977,146,33,179,isolate,siam,tvshow,สังคมชาวพันทิป,หาเพื่อน,7 HD,รายการข่าว,ละครโทรทัศน์
3835471,66,7,73,supachalasai,chalermthai,library,กีฬา,แบดมินตัน,เชียร์สด,อภิษฎา เครือคงคา (ไอซ์),ภาพยนตร์ต่างประเทศ
2275804,414,0,414,siliconvalley,isolate,mbk,3BB,อินเทอร์เน็ต,Fiber Optic,true online,3bb
584442,184,128,312,sinthorn,blueplanet,art,หุ้น,การลงทุน,TFEX (Thailand Future Exchange),Technical Analysis,Value Investment
1279505,242,0,242,korea,isolate,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,Produce 48 (รายการโทรทัศน์),รายการวาไรตี้โชว์เกาหลี,Idol Producer (รายการโทรทัศน์)
90613,337,10,347,writer,library,theoldsiam,แต่งกลอน,แต่งเรื่องสั้น,แต่งนิยาย,นิยายออนไลน์,นวนิยายรัก
1855823,315,0,315,food,bangrak,lumpini,อาหาร,ทำอาหาร,วัตถุดิบทำอาหาร,ปัญหาความรัก,ความรักวัยทำงาน
4322085,348,30,378,isolate,tvshow,korea,สังคมชาวพันทิป,7 HD,ละครโทรทัศน์,3 HD (BEC),เรตติ้งละคร
1554389,283,0,283,tvshow,chalermthai,korea,ละครโทรทัศน์,3 HD (BEC),นักแสดง,เมีย2018 (ละคร),one HD (GMM)
1652502,70,16,86,beauty,,,ความงาม,Skin Care,,,
4275558,479,0,479,tvshow,social,rajdumnern,ปัญหาชีวิต,การ์ตูนการเมือง,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,ศาสนา
202186,235,0,235,tvshow,supachalasai,chalermthai,ละครโทรทัศน์,ธนวรรธน์ วรรธนะภูติ (โป๊ป),BEC (ช่อง 3),บุพเพสันนิวาส,ราณี แคมเปน (เบลล่า)
819849,79,0,79,,,,,,,,
515222,377,0,377,wahkor,blueplanet,isolate,อาวุธยุทโธปกรณ์,เทคโนโลยี,เที่ยวญี่ปุ่น,บันทึกนักเดินทาง,BNK48
2868871,0,192,192,rajdumnern,social,,การ์ตูนการเมือง,การเมือง,การเมืองท้องถิ่น,รัฐบาล,กฎหมายชาวบ้าน
1946446,207,65,272,mbk,siliconvalley,social,7-Eleven,truemove H,อินเทอร์เน็ต,คุ้มครองผู้บริโภค,AIS
440463,574,0,574,sinthorn,siliconvalley,social,การเงิน,อิเล็กทรอนิกส์,ปัญหาชีวิต,วิทยาศาสตร์,มนุษย์เงินเดือน
720408,276,146,422,sinthorn,silom,social,หุ้น,การลงทุน,การเงิน,Value Investment,การออมเงิน
648552,21,345,366,sinthorn,silom,social,หุ้น,TFEX (Thailand Future Exchange),การลงทุน,Technical Analysis,ตลาดหลักทรัพย์
3980485,336,0,336,siliconvalley,wahkor,sinthorn,คอมพิวเตอร์แล็ปท็อป,คอมพิวเตอร์,อิเล็กทรอนิกส์,ฮาร์ดแวร์,คอมมือใหม่
344005,307,292,599,tvshow,supachalasai,wahkor,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,ข่าวออนไลน์,จังหวัดเชียงราย,วิทยาศาสตร์
1457,216,40,256,ratchada,social,mbk,รถยนต์,ดูแลรักษารถยนต์,Honda (รถยนต์),อู่ซ่อมรถ,อะไหล่รถ
4540522,27,0,27,lumpini,beauty,food,โรคไทรอยด์,สุขภาพกาย,แพทย์,ยา,โภชนาการ
4659978,0,160,160,religious,library,bangrak,ศาสนาอิสลาม,หน้าต่างโลก,ประเทศไทย,ศาสนา,ปัญหาความรัก
590627,201,0,201,food,supachalasai,social,BNK48,ฟุตบอล,ฟุตบอลต่างประเทศ,คุ้มครองผู้บริโภค,AKB48
504782,239,15,254,sinthorn,ratchada,social,หุ้น,การลงทุน,Value Investment,การออมเงิน,เศรษฐกิจ
1468927,89,63,152,sinthorn,social,silom,TFEX (Thailand Future Exchange),Technical Analysis,หุ้น,การลงทุน,ตลาดหลักทรัพย์
4436365,206,351,557,sinthorn,supachalasai,siliconvalley,หุ้น,TFEX (Thailand Future Exchange),Technical Analysis,ตลาดหลักทรัพย์,การลงทุน
185554,164,0,164,supachalasai,siliconvalley,mbk,ฟุตบอลต่างประเทศ,สโมสรฟุตบอลอังกฤษ,Liverpool F．C．,Premier League (League),ฟุตบอล
123377,291,0,291,supachalasai,library,siam,ภาษาอังกฤษ,ภาษาต่างประเทศ,ฟุตบอล,ฟุตบอลต่างประเทศ,นักแปล
405573,0,542,542,sinthorn,silom,beauty,หุ้น,TFEX (Thailand Future Exchange),การลงทุน,Technical Analysis,ตลาดหลักทรัพย์
897815,0,340,340,rajdumnern,social,library,การ์ตูนการเมือง,การเมือง,การพัฒนาสังคม (Social Development),การเมืองท้องถิ่น,กวีการเมือง
1731706,14,0,14,rajdumnern,,,การเมือง,การ์ตูนการเมือง,,,
4116437,12,244,256,sinthorn,silom,social,หุ้น,การลงทุน,การเงิน,มนุษย์เงินเดือน,TFEX (Thailand Future Exchange)
4195316,304,0,304,rajdumnern,social,home,การ์ตูนการเมือง,บ้าน,อาหาร,อาวุธยุทโธปกรณ์,การเมือง
4253640,406,0,406,korea,supachalasai,tvshow,K-POP,ฟุตบอล,นักร้องนักดนตรีเกาหลี,BLACKPINK,YG Entertainment
